Var_,VarCode,VarName
2167,Ner-t,Nertera-type
3587,Noa-t,Noaea-type
1015,Not,Nothofagus
1683,Not.a,Nothofagus antarctica
2102,Not.a-t,Nothofagus antarctica-type
3393,Not.b,Nothofagus betuloides
3065,Not.cf.d,Nothofagus cf. N. dombeyi
1685,Not.d,Nothofagus dombeyi
1032,Not.d-t,Nothofagus dombeyi-type
1684,Not.d-tu,Nothofagus dombeyi-type undiff.
1033,Not.o-t,Nothofagus obliqua-type
2162,Not.r-t,Nothofagus procera-type
1686,Not.p,Nothofagus pumilio
1690,Not.ud,Nothofagus undiff.
3200,Ntl,Notholaena
3478,Nup.p,Nuphar polysepala
2362,Nu/Fi,Nuxia/Ficalhoa
1699,Nycae,Nyctaginaceae
192,Nym,Nymphaea
3434,Nym.a,Nymphaea alba
3533,Nym.o,Nymphaea odorata
673,Nymae,Nymphaeaceae
2611,Nymae.lh,Nymphaeaceae leaf-hair base
191,Nymae.ud,Nymphaeaceae undiff.
1245,Nmp,Nymphoides
193,Nys,Nyssa
2185,Nys.s-t,Nyssa sylvatica-type
3254,Ochae,Ochnaceae
2526,Oci,Ocimum
3066,Oco-t,Ocotea-type
470,Oen,Oenothera
2508,Old,Oldenlandia
2338,Ole,Olea
2401,Ole.c,Olea capensis
2402,Ole.e.a,Olea europea ssp. africana
2339,Oleae,Oleaceae
674,Oleae.ud,Oleaceae undiff.
3201,Oln.t,Olneya tesota
3337,Oma,Omalanthus
445,Ongae,Onagraceae
194,Ongae.ud,Onagraceae undiff.
507,Ono.s,Onoclea sensibilis
842,Onn-t,Ononis-type
471,Ons,Onosmodium
2999,Opq.min,Opaque mineral grains
675,Ope.c,Operculodinium centrocarpum
1207,Ophae,Ophioglossaceae
2288,Ophae.ud,Ophioglossaceae undiff.
508,Oph,Ophioglossum
2341,Oph.cf.p,Ophioglossum cf. O. polyphyllum
2225,Oph.cf.v,Ophioglossum cf. O. vulgatum
1331,Oph.v,Ophioglossum vulgatum
1694,Oph-t,Ophioglossum-type
3338,Opz,Ophiorrhiza
3156,Opl.h,Oplopanax horridum
472,Opu,Opuntia
3495,Opu.Op,Opuntia subg. Opuntia
473,Orcae,Orchidaceae
2781,Oro,Oreomyrrhis
3109,Opx,Oreopanax
3108,Opx.cf.f,Oreopanax cf. O. fulvum
2681,Ore.l,Oreopteris limbosperma
532,orgm%dm,Organic matter (percent dry mass)
2741,Ori,Orites
195,Osm,Osmanthus
509,Osu,Osmunda
3628,Osu.cf.c,Osmunda cf. O. cinnamomea
678,Osu.c,Osmunda cinnamomea
833,Osu.c-t,Osmunda cinnamomea-type
679,Osu.l,Osmunda claytoniana
850,Osu.r,Osmunda regalis
1091,Osu.r/c,Osmunda regalis/O. claytoniana
680,Osu.r-t,Osmunda regalis-type
196,Osu.ud,Osmunda undiff.
1206,Osuae,Osmundaceae
1519,Osu-t,Osmunda-type
1237,Ost,Ostrya
197,Os/Ca,Ostrya/Carpinus
3588,Os/Ca.o,Ostrya/Carpinus orientalis
384,Ost-t,Ostrya-type
1408,ot,Other
1475,ot.aq,Other aquatics
3009,ot.ferns,Other ferns
1352,ot.herbs,Other herbs
2982,ot.pol,Other pollen
1129,pres.ud,Other preservation classes
2782,ot.shrub,Other shrubs
3010,ot.trees,Other trees
1351,ot.tr&sh,Other trees and shrubs
474,ot.up.he,Other upland herbs
3253,Ort,Ouratea
3110,Ort-t,Ouratea-type
2099,Our,Ourisia
1691,Our-t,Ourisia-type
1634,Oxaae,Oxalidaceae
936,Oxa,Oxalis
1797,Oxa.I,Oxalis (type I)
1633,Oxa-t,Oxalis-type
198,Oxy.d,Oxyria digyna
682,Oxy.d-t,Oxyria digyna-type
1003,Oxt,Oxytropis
683,Oxt.m-t,Oxytropis maydelliana-type
1067,Oxt-t,Oxytropis-type
3339,Plq,Palaquium
1285,Pz.msp,Paleozoic megaspore
2087,Pal,Palicourea
3589,Pli,Paliurus
356,,Palmae
1798,Pam,Pamphalea
3320,Panae,Pandanaceae
3340,Pan,Pandanus
1069,Pap,Papaver
684,Papae,Papaveraceae
2845,Phb,Parahebe
1799,Prp-t,Parapiptadenia-type
475,Par,Parietaria
1397,Par-t,Parietaria-type
2412,Pai,Parinari
200,Prn,Parnassia
3699,Prn.p,Parnassia palustris
2555,Pyc,Paronychia
2553,Pyc.a,Paronychia americana
2554,Pyc.c,Paronychia chartacea
3424,Pyc-t,Paronychia-type
201,Prt,Parthenocissus
935,Prt.v,Parthenocissus vitacea
3255,Pas,Passiflora
3256,Pasae,Passifloraceae
3257,Pau,Paullinia
685,Pdi.a,Pediastrum angulosum
686,Pdi.b,Pediastrum boryanum
687,Pdi.b.i,Pediastrum boryanum var. integrum
688,Pdi.b.l,Pediastrum boryanum var. longicorne
689,Pdi.r,Pediastrum braunii
690,Pdi.d,Pediastrum duplex
2949,Pdi.i,Pediastrum integrum
691,Pdi.k,Pediastrum kawraiskyi
2950,Pdi.l,Pediastrum longicornes
692,Pdi.s,Pediastrum simplex
693,Pdi.t,Pediastrum tetras
1212,Pdi.ud,Pediastrum undiff.
2977,Pdi/Btr,Pediastrum/Botryococcus
476,Ped,Pedicularis
1139,Ped.l,Pedicularis lanceolata
1147,Ped.f,Pedicularis langsdorffii
2289,Ped.ud,Pedicularis undiff.
1152,Ped.v,Pedicularis verticillata
1529,Ped-t,Pedicularis-type
800,Pdm-t,Pediomelum-type
2742,Pea.cf.f,Pellaea cf. P. falcata
2846,Pea.f,Pellaea falcata
1741,,Pelliciera
1739,Pel.r,Pelliciera rhizophora
1740,Pelae,Pellicieraceae
2068,Plt,Peltogyne
1534,Pns,Penstemon
3067,Pep,Peperomia
2174,Pre,Pera
1687,Prz,Perezia
2565,Prz-t,Perezia-type
2527,Pph,Peristrophe
2528,Pph.cf.b,Peristrophe cf. P. bicalyculata
1951,Pry,Pernettya
855,Per,Persea
3527,Per.b,Persea borbonia
2030,,Peschiera
434,,Petalostemon
435,,Petalostemon candidus
436,,Petalostemon candidus-type
437,,Petalostemon purpureus
438,,Petalostemon purpureus-type
439,,Petalostemum candidum
440,,Petalostemum candidum-type
441,,Petalostemum purpureum
442,,Petalostemum purpureum-type
3700,Pet-t,Petasites-type
1844,Pfa.g,Pfaffia gnaphalioides
206,Pha,Phacelia
1444,Pha.f,Phacelia cf. P. franklinii
2226,Pha.h-t,Phacelia hastata-type
1800,,Phaeoceros laevis
3068,Phe,Phaseolus
2847,Pbl,Phebalium
1644,,Philesia
1642,Phi.m,Philesia magellanica
3425,Pfl,Phillyrea
3258,Plb.a-t,Phlebodium aureum-type
477,Phl,Phlox
2595,Phl.cf.h,Phlox cf. P. hoodii
1445,Phl.p-t,Phlox pilosa-type
1303,Phl.s,Phlox sibirica
979,Phl-t,Phlox-type
2403,Phx,Phoenix
2404,Phx.r,Phoenix reclinata
375,Pho,Phoradendron
1646,,Phrygilanthus
2492,Phy,Phyllanthus
2493,Phy.n,Phyllanthus niruri
2494,Phy.v,Phyllanthus rivae
3524,Phy.t,Phyllanthus tenellus
1845,Phy-t,Phyllanthus-type
2743,Pyl,Phyllocladus
2077,Phn,Phyllostylon
3204,Phs,Physalis
2953,Fys,Physocarpus
2952,Fys.m,Physocarpus monogynus
2001,Phcae,Phytolaccaceae
3610,Pic(ab),Picea (abnormal)
1288,Pic.ab,Picea abies
3467,Pic.ab.a,Picea abies subsp. abies
1369,Pic.ob,Picea abies subsp. obovata
1233,Pic.cf.g,Picea cf. P. glauca
1232,Pic.cf.m,Picea cf. P. mariana
1007,Pic.d.gl,Picea det. P. glauca
1008,Pic.d.ma,Picea det. P. mariana
2317,Pic.gl,Picea glauca
3671,Pic.g.rc,Picea glauca ratio count
207,Pic.gl-t,Picea glauca-type
2318,Pic.ma,Picea mariana
3672,Pic.m.rc,Picea mariana ratio count
208,Pic.ma-t,Picea mariana-type
2665,Pic.or,Picea orientalis
209,Pic.ru-t,Picea rubens-type
2295,Pic.Eu,Picea sect. Eupicea
2296,Pic.Om,Picea sect. Omorica
3721,Pic.si,Picea sitchensis
897,Pic.ud,Picea undiff.
3673,Pic.u.rc,Picea undiff. ratio count
1156,Pi/Pi.ud,Picea/Pinus undiff.
479,Pil,Pilea
2490,Pil.b,Pilea bambuseti
478,Pil-t,Pilea-type
1027,Pgd-t,Pilgerodendron-type
2783,Pim,Pimelea
329,Pinae,Pinaceae
918,Pinae1/3,Pinaceae (1/3 grains)
533,Pinae.v,Pinaceae (vesiculate)
374,Pinae.vu,Pinaceae (vesiculate) undiff.
64,Pinae.ud,Pinaceae undiff.
1050,Png,Pinguicula
646,Png.cf.v,Pinguicula cf. P. villosa
981,Pin.al-t,Pinus albicaulis-type
2961,Pin.ar,Pinus aristata
2955,Pin.ar-t,Pinus aristata-type
836,Pin.b/r,Pinus banksiana/P. resinosa
695,Pin.ba-t,Pinus banksiana-type
3426,Pin.ce,Pinus cembra
211,Pin.cl-t,Pinus clausa-type
3161,Pin.co,Pinus contorta
976,Pin.c/p,Pinus contorta/P. ponderosa
982,Pin.co-t,Pinus contorta-type
1106,Pin.d.br,Pinus det. P. banksiana/P. resinosa
1107,Pin.d.st,Pinus det. P. strobus
386,Pin.ed-t,Pinus edulis-type
2960,Pin.fl,Pinus flexilis
2620,Pin.fl-t,Pinus flexilis-type
977,Pin.m/a,Pinus monticola/P. albicaulis
1409,Pin.mo-t,Pinus monticola-type
3174,Pin.mu,Pinus muricata
2959,Pin.po,Pinus ponderosa
2954,Pin.po-t,Pinus ponderosa-type
2848,Pin.ra,Pinus radiata
3176,,Pinus remorata
2094,Pin.re,Pinus resinosa
696,Pin.re-t,Pinus resinosa-type
3679,Pin.Ce,Pinus sect. Cembrae
2154,Pin.st-t,Pinus strobus-type
1356,,Pinus subg. Diploxylon
1357,,Pinus subg. Haploxylon
212,Pin.Pi,Pinus subg. Pinus
214,Pin.P.rc,Pinus subg. Pinus ratio count
913,Pin.P.ud,Pinus subg. Pinus undiff.
213,Pin.St,Pinus subg. Strobus
215,Pin.S.rc,Pinus subg. Strobus ratio count
2917,PinSt.ud,Pinus subg. Strobus undiff.
1287,Pin.sy,Pinus sylvestris
3175,Pin.to,Pinus torreyana
216,Pin.ud,Pinus undiff.
873,Pin.u.rc,Pinus undiff. ratio count
1742,Pip,Piper
1743,Pipae,Piperaceae
387,Pipae-t,Piperaceae-type
3069,Ppd,Piptadenia
2078,Psc,Piscidia
2031,Pso,Pisonia
388,Pis,Pistacia
3427,Pis.l,Pistacia lentiscus
2032,Pth,Pithecellobium
2698,Pttae,Pittosporaceae
2784,Ptt,Pittosporum
2558,Pty,Pityrogramma
217,Plr.a,Planera aquatica
698,Plnae,Plantaginaceae
1081,Plnae.ud,Plantaginaceae undiff.
2879,Pln.int,Plantago (introduced)
1952,Pln.lP3,Plantago (large triporate)
2880,Pln.nat,Plantago (naturalized)
2785,Pln1,Plantago 1
2477,Pln.af,Plantago africana
1004,Pln.ca,Plantago canescens
1170,Pln.ca-t,Plantago canescens-type
1803,Pln.cfau,Plantago cf. P. australis
1804,Pln.cftu,Plantago cf. P. turficola
3590,Pln.co-t,Plantago coronopus-type
3206,,Plantago insularis
220,Pln.la,Plantago lanceolata
699,Pln.la-t,Plantago lanceolata-type
219,Pln.ma,Plantago major
2905,Pln.m/m,Plantago major/P. media
838,Pln.ma-t,Plantago major-type
1307,Pln.mt,Plantago maritima
3591,Pln.mr-t,Plantago maritima-type
221,Pln.me,Plantago media
3418,Pln.me-t,Plantago media-type
2849,Pln.mu-t,Plantago muelleri-type
3205,Pln.ov,Plantago ovata
1940,Pln.ri-t,Plantago rigida-type
1446,Pln.ru-t,Plantago rugelii
1936,Pln.se,Plantago sericea
1912,Pln.se-t,Plantago sericea-type
218,Pln.ud,Plantago undiff.
2958,Pl/Th,Plantago/Thalictrum
222,Pla,Platanus
700,Pla.o,Platanus occidentalis
701,Pl/Ca,Platanus/Callitriche
3641,Ply,Platycarya
3477,Pct,Plectritis
2033,Plc,Plenckia
959,Ple.p,Pleopeltis polypodioides
3341,Pld,Plerandra
3701,Plm,Pleurospermum
3510,Puc.o,Pluchea odorata
1298,Pluae,Plumbaginaceae
2855,Poaae<20,Poaceae (<20 _m)
2112,Poaae<40,Poaceae (<40 _m)
2853,Poaae>35,Poaceae (>35 _m)
2113,Poaae>40,Poaceae (>40 _m)
2850,Poa20-25,Poaceae (20-25 _m)
2851,Poa25-30,Poaceae (25-30 _m)
2852,Poa30-35,Poaceae (30-35 _m)
3540,Pa>30,Poaceae (aspidate pore) >30 _m
3538,Pa10-15,Poaceae (aspidate pore) 10-15 _m
3539,Pa20-25,Poaceae (aspidate pore) 20-25 _m
3537,Pf>30,Poaceae (flat pore) >30 _m
3535,Pf10-15,Poaceae (flat pore) 10-15 _m
3536,Pf20-25,Poaceae (flat pore) 20-25 _m
3370,Poaae.1,Poaceae 1
3371,Poaae.2,Poaceae 2
3372,Poaae.3,Poaceae 3
3373,Poaae.4,Poaceae 4
3374,Poaae.5,Poaceae 5
3375,Poaae.6,Poaceae 6
3376,Poaae.7,Poaceae 7
3377,Poaae.8,Poaceae 8
125,Poaae.ud,Poaceae undiff.
1628,Podae,Podocarpaceae
1028,Pod,Podocarpus
2856,Pod.l,Podocarpus lawrencei
1029,Pod.n,Podocarpus nubigena
3136,Pod.p,Podocarpus parlatorei
1030,Pod.s,Podocarpus saligna
2034,Poi,Poiretia
223,Pomae,Polemoniaceae
1150,Pomae.ud,Polemoniaceae undiff.
798,Pom,Polemonium
2297,Pom.a,Polemonium acutiflorum
2298,Pom.b,Polemonium boreale
2619,Po/Gi,Polemonium/Gilia
63,PCn/ml,"Pollen (concentration, grains/ml)"
926,PCEuc/g,Pollen concentration - Eucalyptus method (grains/g)
924,PCJor/g,Pollen concentration - Jorgensen method (grains/g)
925,PCJor/ml,Pollen concentration - Jorgensen method (grains/ml)
928,PCLyc/g,Pollen concentration - Lycopodium method (grains/g)
929,PCLyc/ml,Pollen concentration - Lycopodium method (grains/ml)
137,PCmic/ml,Pollen concentration - microsphere method (grains/ml)
1072,Plg,Polygala
224,Plgae,Polygalaceae
702,Polae,Polygonaceae
225,Polae.ud,Polygonaceae undiff.
481,Pll,Polygonella
227,Pll.f/m,Polygonella fimbriata/P. myriophylla
993,Pll.f-t,Polygonella fimbriata-type
784,Pll.p-t,Polygonella polygama-type
540,Pol,Polygonum
1005,Pol.al,Polygonum alaskanum
230,Pol.am,Polygonum amphibium
888,Pol.am-t,Polygonum amphibium-type
965,Pol.ar-t,Polygonum arenastrum-type
947,Pol.av,Polygonum aviculare
231,Pol.av-t,Polygonum aviculare-type
1184,Pol.bs,Polygonum bistorta
703,Pol.bs-t,Polygonum bistorta-type
869,Pol.bi,Polygonum bistortoides
232,Pol.bi-t,Polygonum bistortoides-type
870,Pol.ca,Polygonum californicum
528,Pol.ca-t,Polygonum californicum-type
1593,Pol.c.hy,Polygonum cf. P. hydropiperoides
1514,Pol.c.la,Polygonum cf. P. lapathifolium
1513,Pol.c.sc,Polygonum cf. P. scandens
2163,Pol.co,Polygonum convolvulus
704,Pol.co-t,Polygonum convolvulus-type
827,Pol.hd-t,Polygonum hydropiper-type
3171,Pol.la,Polygonum lapathifolium
3680,Pol.lx,Polygonum laxmannii
2478,Pol.ne,Polygonum nepalense
2892,Pol.ox.r,Polygonum oxyspermum ssp. raii
1417,Pol.ox-t,Polygonum oxyspermum-type
988,Pol.pe,Polygonum persicaria
884,Pol.pe-t,Polygonum persicaria-type
1418,,Polygonum raii-type
893,Pol.ra-t,Polygonum ramosissimum-type
3481,Pol.sa-t,Polygonum sagittatum-type
3496,Pol.sw,Polygonum sawatchense
3649,Pol.sc-t,Polygonum scandens-type
2294,Pol.Ac,Polygonum sect. Aconogonon
2245,Pol.Bi,Polygonum sect. Bistorta
2292,Pol.Du,Polygonum sect. Duravia
2290,Pol.Pe,Polygonum sect. Persicaria
2291,Pol.Po,Polygonum sect. Polygonum
2293,Pol.Ti,Polygonum sect. Tiniaria
2479,Pol.se,Polygonum senegalense
482,Pol.te-t,Polygonum tenue-type
229,Pol.ud,Polygonum undiff.
705,Pol.vi,Polygonum viviparum
824,Pol.vi-t,Polygonum viviparum-type
706,Pyk.s,Polykrikos schartzii
1913,Po/Ac,Polylepis/Acaena
234,Plpae,Polypodiaceae
2299,Plpae.ud,Polypodiaceae undiff.
676,Polta,Polypodiophyta
2871,Polta.ep,Polypodiophyta (epiphytic)
799,Polta.m,Polypodiophyta (monolete)
957,Polta.mu,Polypodiophyta (monolete) undiff.
1265,Polta.t,Polypodiophyta (trilete)
958,Polta.tu,Polypodiophyta (trilete) undiff.
2834,Polta137,Polypodiophyta (type 137)
2835,Polta156,Polypodiophyta (type 156)
108,Polta.ud,Polypodiophyta undiff.
835,Plp,Polypodium
3259,,Polypodium aureum-type
2687,Plp.au,Polypodium australe
2686,Plp.ca,Polypodium cambricum
1053,Plp.fe,Polypodium feuillei
2634,,Polypodium fragrans
1383,,Polypodium polypodioides
2300,Plp.si,Polypodium sibiricum
707,Plp.vi,Polypodium virginianum
2301,Plp.vu,Polypodium vulgare
235,Plp-t,Polypodium-type
2374,Pys,Polyscias
2373,Pys.f,Polyscias fulva
708,Psp.z,Polysphaeridium zoharyi
964,Pls,Polystichum
2786,Pma,Pomaderris
885,Pon,Pontederia
236,Ponae,Pontederiaceae
389,Pop,Populus
3611,Pop(de),Populus (degraded)
238,Pop.ba-t,Populus balsamifera-type
709,Pop.de-t,Populus deltoides-type
710,Pop.gr-t,Populus grandidentata-type
3435,Pop.ta,Populus tremula
239,Pop.tr-t,Populus tremuloides-type
3722,Pop.tc,Populus trichocarpa
862,Pop.tc-t,Populus trichocarpa-type
237,Pop.ud,Populus undiff.
2787,Prh,Poranthera
966,Por,Portulaca
240,Porae,Portulacaceae
2302,Porae.ud,Portulacaceae undiff.
517,Pot,Potamogeton
516,Pot.Co,Potamogeton subg. Coleogeton
1402,,Potamogeton subg. Eupotamogeton
105,Pot.Po,Potamogeton subg. Potamogeton
812,Pot.Po-t,Potamogeton subg. Potamogeton-type
2480,Pot.t,Potamogeton thunbergii
241,Pot.ud,Potamogeton undiff.
2615,Pot.v-t,Potamogeton vaginatus-type
1235,Po/Tr.ud,Potamogeton/Triglochin undiff.
3468,,Potamogetonaceae
810,Pot-t,Potamogeton-type
825,Ptl,Potentilla
2637,Ptl.cf.p,Potentilla cf. P. palustris
985,Ptl.p,Potentilla palustris
712,Ptl.p-t,Potentilla palustris-type
3451,Ptl.Co,Potentilla subg. Comarum
3452,Ptl.Co-t,Potentilla subg. Comarum-type
3453,Ptl.Co.u,Potentilla subg. Comarum-type undiff.
242,Ptl-t,Potentilla-type
3624,Ptl-t.ud,Potentilla-type undiff.
2092,Pur,Pourouma
2089,Pou,Pouteria
1846,Pou.g,Pouteria garderana
519,pQ,pre-Quaternary
337,pQ.Aqu,pre-Quaternary (Aquilapollenites)
1540,pQ!Cbv.p,pre-Quaternary (cf. Clavabivesiculites pannosus)
1541,pQ!Fia.s,pre-Quaternary (cf. Foveoinaperturites scaphoformis)
1549,pQ!Gia.r,pre-Quaternary (cf. Gemmainaperturites rugosus)
1542,pQ!Pus.p,pre-Quaternary (cf. Punctatisporites punctus)
1555,pQ!Rls.q,pre-Quaternary (cf. Rugulatisporites quintus)
1543,pQ!Str.b,pre-Quaternary (cf. Striatriletes bifurcus)
1558,pQ!Tps,pre-Quaternary (cf. Triplanosporites)
1544,pQ!Via.d,pre-Quaternary (cf. Verruinaperturites depressus)
1545,pQ!Vmc.c,pre-Quaternary (cf. Verrumonocolpites conspicuus)
1546,pQ.Cgt.c,pre-Quaternary (Cingutriletes congruens)
1547,pQ.Cgt.d,pre-Quaternary (Cingutriletes densocingulatus)
1447,pQ.Cgt.i,pre-Quaternary (Cingutriletes interruptus)
2211,pQ.Cgt.p,pre-Quaternary (Cingutriletes parvicingulus)
520,pQ.Cgt,pre-Quaternary (Cingutriletes)
2212,pQ.Cpl,pre-Quaternary (Classopollis)
1954,pQ.K-tsp,pre-Quaternary (Cretaceous-type spore)
521,pQ.Cup-t,pre-Quaternary (Cupressaceae-type)
2214,pQ.Cym,pre-Quaternary (Cymatiosphere)
1448,pQ.Di.Hy,pre-Quaternary (Dinoflagellida and Hystrichospherids)
611,pQ.Dinda,pre-Quaternary (Dinoflagellida)
522,pQ.Eng-t,pre-Quaternary (Engelhardtia-type)
1548,pQ.Ftr.t,pre-Quaternary (Foveotriletes triplanus)
2213,pQ.Grv.i,pre-Quaternary (Granabivesiculites inchoatus)
1550,pQ.Psi.e,pre-Quaternary (Psilatriletes excelsus)
1551,pQ.Psi.i,pre-Quaternary (Psilatriletes vitreus)
1449,pQ.Psi.v,pre-Quaternary (Psilatriletes vulgaris)
249,pQ.Pte,pre-Quaternary (Pterocarya)
1552,pQ.Pun.p,pre-Quaternary (Punctatriletes parvimundus)
1553,pQ.Rte.m,pre-Quaternary (Retitetradites monocolpatus)
1554,pQ.Rtc.p,pre-Quaternary (Retitricolpites prolatus)
1450,pQ.Rbv,pre-Quaternary (Rugubivesiculites)
1556,pQ.Rtr.r,pre-Quaternary (Rugutriletes regularis)
243,pQ.sp.ud,pre-Quaternary (spore undiff.)
2303,pQ.sp,pre-Quaternary (spore)
523,pQ.Str,pre-Quaternary (Striatriletes)
1123,pQ.t.sp,pre-Quaternary (trilete spore)
1557,pQ.Vmp.v,pre-Quaternary (Verrumonoporites verrucatus)
524,pQ.ud,pre-Quaternary undiff.
484,Pri,Primula
244,Priae,Primulaceae
1598,Priae.ud,Primulaceae undiff.
713,Ppt,Proptoperidinium
828,Pro,Proserpinaca
1494,Pps,Prosopis
2857,Pst,Prostanthera
2407,Pra,Protea
1667,Praae,Proteaceae
2800,Praae.ud,Proteaceae undiff.
2035,Pti,Protium
2191,Przoa,Protozoa
1688,Prm.a,Prumnopitys andina
2928,Prl,Prunella
2881,Prl.v,Prunella vulgaris
714,Prl-t,Prunella-type
2413,Pru.af,Prunus africana
2600,Pru.am,Prunus americana
941,Pru.am-t,Prunus americana-type
995,Pru.cf.s,Prunus cf. P. serotina
717,Pru.s,Prunus serotina
942,Pru.ud,Prunus undiff.
943,Pru.v-t,Prunus virginiana-type
2617,Pr/Am,Prunus/Amelanchier
541,Pr/So,Prunus/Sorbus
245,Pru-t,Prunus-type
1213,Pru-t.ud,Prunus-type undiff.
2744,Pse,Pseudanthus
2069,Pbx,Pseudobombax
169,Psl.c,Pseudolycopodiella carolinianum
1623,Psx,Pseudopanax
1038,Psx.l,Pseudopanax laetevirens
246,Psu,Pseudotsuga
1412,Psu.m,Pseudotsuga menziesii
978,Psu-t,Pseudotsuga-type
1744,Psd,Psidium
485,,Psoralea
2207,Psm,Psoralidium
2206,Psm.l,Psoralidium cf. P. lanceolatum
3111,Psy,Psychotria
1848,Psy.cf.a,Psychotria cf. P. alba
2070,Pta,Pterandra
3144,,Pteretis pensylvanica
1625,Ptsae,Pteridaceae
807,Ptr,Pteridium
247,Ptr-t,Pteridium-type
677,Ptrta,Pteridophyta
1805,Ptrta.me,Pteridophyta (monolete echinate)
1806,Ptrta.mp,Pteridophyta (monolete psilate)
2175,P.mp<50,Pteridophyta (monolete psilate) <50 _m
3070,Ptr.mpl,"Pteridophyta (monolete psilate, large)"
3071,Ptr.mps,"Pteridophyta (monolete psilate, small)"
1851,Ptr.mvI,Pteridophyta (monolete verrucate I)
1849,Ptr.mvII,Pteridophyta (monolete verrucate II)
1807,Ptrta.mv,Pteridophyta (monolete verrucate)
1850,Ptr.m.pe,Pteridophyta (monolete with perine)
3114,Ptrta.m,Pteridophyta (monolete)
3112,Ptr.mwp,"Pteridophyta (monolete, ""waved"" perispore)"
3113,Ptrta.tf,Pteridophyta (trilete foveolate)
1808,Ptrta.tp,Pteridophyta (trilete psilate)
3141,Ptrta.tu,Pteridophyta (trilete undiff.)
1695,Ptrta.t,Pteridophyta (trilete)
2027,Ptrta.ud,Pteridophyta undiff.
1624,Pts,Pteris
2688,Pts.c,Pteris cretica
3542,Pts.v,Pteris vittata
1060,Pts-t,Pteris-type
2667,Pte,Pterocarya
2666,Pte.p,Pterocarya pterocarpa
2071,Ptd,Pterodon
2037,Ptd-t,Pterodon-type
2304,Pul,Pulsatilla
2788,Put-t,Pultenaea-type
1914,Puy,Puya
721,Pyo,Pyrola
1159,Pyoae,Pyrolaceae
250,Pyr-t,Pyrus-type
1196,Qua.s,Quadrulella symmetrica
2038,Qal,Qualea
2342,Que.dec,Quercus (deciduous)
2532,Que.eve,Quercus (evergreen)
3592,Que.c-t,Quercus coccifera-type
3474,Que.g,Quercus garryana
2929,Que.i-t,Quercus ilex-type
3593,Que.r-t,Quercus robur-type
2943,Que.ud,Quercus undiff.
3475,Que-t,Quercus-type
1656,Qui,Quinchamalium
3378,Qun,Quintinia
2529,Rnd,Randia
350,Ranae,Ranunculaceae
405,Ranae.cp,Ranunculaceae (pericolpate)
404,Ranae.c3,Ranunculaceae (tricolpate)
896,RanC3.ud,Ranunculaceae (tricolpate) undiff.
3403,Ranae.t1,Ranunculaceae (type 1)
3404,Ranae.t2,Ranunculaceae (type 2)
1254,R.cf.Acm,Ranunculaceae cf. Aconitum
252,Ranae.ud,Ranunculaceae undiff.
549,Ran,Ranunculus
2893,Ran.ac,Ranunculus acris
996,Ran.ac-t,Ranunculus acris-type
3124,Ran.aq-t,Ranunculus aquatilis-type
3702,Ran.ar-t,Ranunculus arvensis-type
3115,Ran.cf.b,Ranunculus cf. R. bonariensis
1089,Ran.fl,Ranunculus flabellaris
407,Ran.fl-t,Ranunculus flabellaris-type
3709,Ran.li,Ranunculus lingua
891,,Ranunculus longirostris-type
890,Ran.pe-t,Ranunculus pensylvanicus-type
3594,Ran.re-t,Ranunculus repens-type
1105,Ran.Ba,Ranunculus subg. Batrachium
3595,Ran.Ba-t,Ranunculus subg. Batrachium-type
1467,,Ranunculus trichophyllus-type
253,Ran.ud,Ranunculus undiff.
815,Ran-t,Ranunculus-type
1229,Ran-t.ud,Ranunculus-type undiff.
1405,Rpa,Rapanea
3379,Rpa.C3-4,Rapanea (3-4 colpate)
2400,Rpa.m,Rapanea melanophloeos
3116,,Relbunium
2482,Resae,Resedaceae
2745,Rstae,Restionaceae
256,Rhaae,Rhamnaceae
1214,Rhaae.ud,Rhamnaceae undiff.
726,Rh/Vi,Rhamnaceae/Vitaceae
255,Rh/Vi.ud,Rhamnaceae/Vitaceae undiff.
785,Rha,Rhamnus
1451,Rha.a,Rhamnus alnifolia
723,Rha.a/f,Rhamnus alnifolia/R. frangula
725,Rha.c,Rhamnus cathartica
2322,Rha.f,Rhamnus frangula
1468,Rha.p,Rhamnus purshiana-type
724,Ra/Vt,Rhamnus/Vitis
1226,Ra/Vt.ud,Rhamnus/Vitis undiff.
3072,Rha-t,Rhamnus-type
1626,Rap,Rhaphithamnus
2608,Rhx,Rhexia
428,Rhx-t,Rhexia-type
2930,Rhi,Rhinanthus
2931,Rhi-t,Rhinanthus-type
1852,Rhp,Rhipsalis
258,Rhz,Rhizophora
3030,Rhzae,Rhizophoraceae
775,Rhzda,Rhizopoda
259,Rho,Rhododendron
727,Rho.c,Rhododendron canadense
260,Rhu,Rhus
730,Rhu.t,Rhus typhina
3145,Rhu.t-t,Rhus typhina-type
729,Rh/To,Rhus/Toxicodendron
1452,R/T.cf.r,Rhus/Toxicodendron cf. T. radicans
1538,R/T.cf.v,Rhus/Toxicodendron cf. T. vernix
261,Rhy,Rhynchospora
2227,Rhy.a,Rhynchospora alba
3518,Rhy.c,Rhynchospora colorata
486,Rhy-t,Rhynchospora-type
262,Rib,Ribes
2957,Rib.a,Ribes aureum
732,Rib.cf.g,Ribes cf. R. glandulosum
3634,,Ribes grossularia-type
3633,Rib.uc-t,Ribes uva-crispa-type
