Var_,VarCode,VarName
1482,cf.Dod,cf. Dodecatheon
3650,cf.Dry,cf. Dryas
1112,cf.Elaae,cf. Elaeagnaceae
2194,Fu:cEntl,cf. Entophlyctis lobata
1272,cf.Equ,cf. Equisetum
900,cf.Erg,cf. Eriogonum
1248,cf.Fra,cf. Fraxinus
1205,cf.Gen,cf. Gentiana
2577,cf.Ger,cf. Geranium
2236,cf.Gil,cf. Gilia
2889,cf.Glc,cf. Gleichenia
2854,cf.Gooae,cf. Goodeniaceae
892,cf.Gym,cf. Gymnocarpium
2603,cf.Hed,cf. Hedysarum
1436,cf.Heu.r,cf. Heuchera richardsonii
3711,cf.Hor,cf. Hordeum
1255,cf.Hum,cf. Humulus
1141,cf.Hup.l,cf. Huperzia lucidula
647,cf.Hyp,cf. Hypericum
2576,cf.Ilx,cf. Ilex
3613,cf.Jug,cf. Juglans
3712,cf.Jnc,cf. Juncus
1920,cf.Jun,cf. Juniperus
629,cf.Jun.c,cf. Juniperus communis
1498,cf.Lep,cf. Leptodactylon
3483,cf.Lew,cf. Lewisia
1485,cf.Lim,cf. Limonium
1486,cf.Lna,cf. Linanthus
2208,cf.Lnr.c,cf. Linaria canadensis
3639,cf.Lnn.b,cf. Linnaea borealis
3214,cf.Lin,cf. Linum
3394,cf.Lir,cf. Liriodendron
1080,cf.Lit,cf. Littorella
2594,cf.Lob.s,cf. Lobelia siphilitica
2916,cf.Lot,cf. Lotus
3614,cf.Lys,cf. Lysimachia
2217,cf.Lys.t,cf. Lysimachia thyrsiflora
1921,cf.Melae,cf. Meliaceae
3303,cf.Mlo,cf. Melochia
889,cf.Men.t,cf. Menyanthes trifoliata
1437,cf.Mer.p,cf. Mertensia paniculata
3664,cf.Mir,cf. Mirabilis
2204,cf.Mit.n,cf. Mitella nuda
658,cf.Mni,cf. Mnium
1116,cf.Mor,cf. Morus
1119,cf.Myr,cf. Myrica
1896,cf.Mrsae,cf. Myrsinaceae
1508,cf.Nem,cf. Nemopanthus
2575,cf.Nym,cf. Nymphaea
2582,cf.Ono.s,cf. Onoclea sensibilis
1949,cf.Oph,cf. Ophioglossum
1090,cf.Osu,cf. Osmunda
3608,cf.Os/Ca,cf. Ostrya/Carpinus
2645,cf.Oxa,cf. Oxalis
681,cf.Oxy.d,cf. Oxyria digyna
3350,cf.Pan,cf. Pandanus
2201,cf.Par.p,cf. Parietaria pensylvanica
1104,cf.Prn,cf. Parnassia
989,cf.Ped,cf. Pedicularis
3304,cf.Pem,cf. Pemphis
1438,cf.Pen,cf. Penthorum sedoides
1046,cf.Prz,cf. Perezia
901,cf.Pha,cf. Phacelia
2237,cf.Pha.h,cf. Phacelia hastata
2867,cf.Pyl,cf. Phyllocladus
2647,cf.Phs,cf. Physalis
1898,cf.Pipae,cf. Piperaceae
1111,cf.Pis,cf. Pistacia
3576,cf.Plr.a,cf. Planera aquatica
1594,cf.Pol,cf. Polygonum
1595,c.Pol.bi,cf. Polygonum bistortoides
2571,cf.Pop,cf. Populus
2232,cf.Por,cf. Portulaca
1570,cf.Porae,cf. Portulacaceae
1286,cf.Pri,cf. Primula
2233,cf.Priae,cf. Primulaceae
718,cf.Pru.s,cf. Prunus serotina
3305,cf.Ptr,cf. Pteridium
3306,cf.Qun,cf. Quintinia
1499,cf.Raf,cf. Rafinesquia
1950,cf.Rhaae,cf. Rhamnaceae
1071,cf.Rha,cf. Rhamnus
2155,cf.Rha.a,cf. Rhamnus alnifolia
1075,cf.Rhu,cf. Rhus
879,cf.Rib,cf. Ribes
1922,cf.Rcn.c,cf. Ricinus communis
2020,cf.Rob,cf. Robinia
1114,cf.Rosae,cf. Rosaceae
3307,cf.Rbs,cf. Rubus
2205,cf.Rbs.p,cf. Rubus pubescens
1076,cf.Rum,cf. Rumex
902,cf.Sam,cf. Sambucus
2882,cf.Smo,cf. Samolus
1077,cf.San,cf. Sanguisorba
880,cf.Sapae,cf. Sapindaceae
3396,cf.Sap,cf. Sapindus
1899,cf.Spm,cf. Sapium
1923,cf.Sptae,cf. Sapotaceae
743,cf.Sar.v,cf. Sarcobatus vermiculatus
3651,cf.Sax,cf. Saxifraga
1264,cf.Saxae,cf. Saxifragaceae
847,cf.Shz.p,cf. Scheuchzeria palustris
990,cf.Scrae,cf. Scrophulariaceae
2574,cf.She,cf. Shepherdia
3716,cf.Spg,cf. Sphagnum
3047,cf.Spy,cf. Spirogyra
3344,cf.Stb,cf. Streblus
757,cf.Txs,cf. Taxus
2019,cf.Txs.c,cf. Taxus canadensis
3398,cf.Thl.p,cf. Thelypteris palustris
756,cf.Thu.o,cf. Thuja occidentalis
2203,cf.Tid,cf. Tidestromia
903,cf.Tox.r,cf. Toxicodendron radicans
1113,cf.Tre,cf. Trema
1560,cf.Val,cf. Valeriana
3623,cf.Vlr,cf. Valerianella
1079,cf.Ver,cf. Verbena
792,cf.Verae,cf. Verbenaceae
3666,cf.Vro,cf. Veronica
2157,cf.Vib.l,cf. Viburnum lentago
773,cf.Vio,cf. Viola
2632,cf.Vit,cf. Vitis
2548,cf.Wei,cf. Weinmannia
3652,cf.Xan,cf. Xanthium
46,Chs,Chamaecrista
780,Chs.f-t,Chamaecrista fasciculata-type
1101,Chs-t,Chamaecrista-type
52,Chm,Chamaecyparis
595,Chm.t,Chamaecyparis thyoides
594,Chm-t,Chamaecyparis-type
53,Cha.c,Chamaedaphne calyculata
2250,,Chamaenerion angustifolium
2252,,Chamaenerion latifolium
2254,,Chamaenerion undiff.
1830,Cho-t,Chamissoa-type
3048,Chp,Chaptalia
3415,C,Charcoal
1238,CCum2/ml,"Charcoal (concentration, _m_/ml)"
2247,CCcm2/ml,"Charcoal (concentration, cm_/ml)"
3663,Crum2/pc,"Charcoal (ratio, _m_/pollen concentration)"
1492,Cc,Charcoal fragments
3493,Cc>100,Charcoal fragments (>100 _m)
3491,Cc>125,Charcoal fragments (>125 _m)
3557,Cc>24,Charcoal fragments (>24 _m)
1242,C>30,Charcoal fragments (>30 _m)
1284,C>50um2,Charcoal fragments (>50 _m_)
3490,Cc100-25,Charcoal fragments (100-125 _m)
1241,C12-20,Charcoal fragments (12-20 _m)
3556,Cc14-24,Charcoal fragments (14-24 _m)
3487,Cc25-50,Charcoal fragments (25-50 _m)
3492,Cc50-100,Charcoal fragments (50-100 _m)
3488,Cc50-75,Charcoal fragments (50-75 _m)
3489,Cc75-100,Charcoal fragments (75-100 _m)
1062,CcC0-25,"Charcoal fragments 0-25 _m (concentration, number/ml)"
1065,CC100-50,"Charcoal fragments 100-150 _m (concentration, number/ml)"
1063,CcC25-50,"Charcoal fragments 25-50 _m (concentration, number/ml)"
1064,CC50-100,"Charcoal fragments 50-100 _m (concentration, number/ml)"
502,Chl,Cheilanthes
1569,Chl.a,Cheilanthes alabamensis
2820,Che<20,Chenopodiaceae (<20 _m)
2821,Che>20,Chenopodiaceae (>20 _m)
3402,Cheae.ud,Chenopodiaceae undiff.
391,Ch/Am,Chenopodiaceae/Amaranthaceae
3002,Ch/Am.sm,Chenopodiaceae/Amaranthaceae (small)
3558,Ch/Am.A,Chenopodiaceae/Amaranthaceae (type A)
3559,Ch/Am.B,Chenopodiaceae/Amaranthaceae (type B)
3560,Ch/Am.C,Chenopodiaceae/Amaranthaceae (type C)
1769,Ch/Am.I,Chenopodiaceae/Amaranthaceae (type I)
3032,Ch/Am.II,Chenopodiaceae/Amaranthaceae (type II)
54,Ch/Am.ud,Chenopodiaceae/Amaranthaceae undiff.
1924,Che.q-t,Chenopodium quinoa-type
804,Che-t,Chenopodium-type
1731,Clhae,Chloranthaceae
2082,,Chlorophora
1983,Cml,Chomelia
1984,Csi,Chorisia
1986,Chbae,Chrysobalanaceae
2153,Chbae.ud,Chrysobalanaceae undiff.
1985,Chb,Chrysobalanus
1247,Chr,Chrysolepis
863,Ch/Li,Chrysolepis/Lithocarpus
2965,Chr-t,Chrysolepis-type
1987,Chy,Chrysophyllum
2436,Chy.b,Chrysophyllum bangweolense
3049,Chy.m,Chrysophyllum marginatum
3140,Chy.ud,Chrysophyllum undiff.
2169,Chy.v-t,Chrysophyllum viride-type
3690,Cso,Chrysosplenium
2107,Chu,Chuquiraga
2658,Cum,Cichorium
2659,Cum-t,Cichorium-type
3503,Cic.m,Cicuta mexicana
821,Cir,Circaea
2255,Cir.a,Circaea alpina
1253,Crm,Cirsium
822,Ci/Ca-t,Cirsium/Carduus-type
3569,Crm/Gnd,Cirsium/Gundelia
2918,Crm-t,Cirsium-type
3457,Crm-t.ud,Cirsium-type undiff.
2096,Csu,Cissus
3480,Csu/Prt,Cissus/Parthenocissus
55,Cisae,Cistaceae
3420,Cis,Cistus
2083,Ctx,Citharexylum
56,Cit,Citrus
57,Cla,Cladium
992,Cla.j,Cladium jamaicense
991,Cla.m,Cladium mariscoides
2646,Cla.ud,Cladium undiff.
2552,Cla-t,Cladium-type
3458,Cla-t.ud,Cladium-type undiff.
2424,Cln,Clausena
2425,Cln.a,Clausena anisata
2114,clay%cl,Clay (percent clastics)
1526,clay%im,Clay (percent mass after LOI)
854,Cly,Claytonia
2256,Cly.ac,Claytonia acutifolia
2257,Cly.ar,Claytonia arctica
2626,Cly.sa,Claytonia sarmentosa
2258,Cly.si,Claytonia sibirica
2259,Cly.ud,Claytonia undiff.
2260,Clt.v,Claytoniella vassilievii
2519,Clm,Clematis
1831,Clm.d,Clematis dioica
3500,Clm-t,Clematis-type
3179,Ceo,Cleome
58,Cle,Clethra
2408,Clf,Cliffortia
2409,Clf.n,Cliffortia nitidula
1199,Clo.i,Closterium idiosporium
3231,Clu,Clusia
1832,Clu.c,Clusia criuva
1750,Cluae,Clusiaceae
2354,Cut,Clutia
1722,Cne,Cnemidaria
1902,Cne.h-t,Cnemidaria horrida-type
2559,Cn/Cy,Cnemidaria/Cyathea
2804,Cn/Cy.ud,Cnemidaria/Cyathea undiff.
2560,,Cnemidaria/Hemitelia
2672,Cni,Cnidium
2120,cgrav%cl,Coarse gravel (percent clastics)
2115,csand%cl,Coarse sand (percent clastics)
2116,csilt%cl,Coarse silt (percent clastics)
1523,csilt%im,Coarse silt (percent mass after LOI)
3233,Cco,Coccocypselum
59,Coc,Coccoloba
2754,Cod,Codonocarpus
3577,Cdo,Codonorchis
3498,Clr,Coelastrum
2057,Coa,Collaea
1481,Col,Collinsia
3505,Cca.e,Colocasia esculentum
1988,Clb,Colubrina
60,Com,Comandra
2333,Cbrae,Combretaceae
257,Co/Me,Combretaceae/Melastomataceae
1215,Co/Me.ud,Combretaceae/Melastomataceae undiff.
1959,Cbrae-t,Combretaceae-type
3234,Cbr-t,Combretum-type
2706,Cos,Comesperma
2458,Cmm,Commelina
2459,Cmm.b,Commelina benghalensis
1989,Cmmae,Commelinaceae
3308,Cms,Commersonia
3187,Cmc-t,Commicarpus-type
2378,Cmi,Commiphora
2379,Cmi.b,Commiphora boiviniana
410,,Compositae
597,Cpt.p,Comptonia peregrina
1944,Conta,Coniferophyta
1943,Conta.ud,Coniferophyta undiff.
1991,Cnnae,Connaraceae
1990,Cnn,Connarus
1132,Cno,Conocarpus
1327,Conae,Convolvulaceae
1393,Conae.ud,Convolvulaceae undiff.
1501,Con,Convolvulus
429,,Convolvulus sepium
1094,Con-t,Convolvulus-type
1992,Cpf,Copaifera
2170,Cpf-t,Copaifera-type
2186,Copda.sp,Copepoda (spermatophores)
2756,Cpo,Coprosma
1204,Cop,Coptis
3147,Cop.a,Coptis aspleniifolia
1425,,Coptis groenlandica
1424,Cop.t,Coptis trifolia
3617,Cop-t,Coptis-type
1724,Cda,Cordia
1605,Cri,Coriaria
1606,Criae,Coriariaceae
1693,Crnae,Cornaceae
361,Crn,Cornus
599,Crn.al,Cornus alternifolia
3632,Crn.am-t,Cornus amomum-type
600,Crn.ca,Cornus canadensis
831,Crn.ca-t,Cornus canadensis-type
2598,Crn.cf.r,Cornus cf. C. rugosa
1506,Crn.cf.s,Cornus cf. C. sericea
830,Crn.fl,Cornus florida
3635,,Cornus foemina-type
3636,,Cornus obliqua-type
3170,Crn.ra,Cornus racemosa
601,Crn.ru,Cornus rugosa
3570,Crn.sa,Cornus sanguinea
579,Crn.se,Cornus sericea
551,Crn.se-t,Cornus sericea-type
602,,Cornus stolonifera
360,,Cornus stolonifera-type
1333,Crn.Kr,Cornus subg. Kraniopsis
65,Crn.ud,Cornus undiff.
2822,Crr,Correa
1128,pres.245,"Corroded, degraded, or thinned"
2261,Cyd,Corydalis
358,,Corylaceae
67,Cor,Corylus
3157,Cor.am,Corylus americana
1316,Cor.av,Corylus avellana
2674,Cor.ud,Corylus undiff.
1236,Cr/My.ud,Corylus/Myrica undiff.
3399,Cor-t,Corylus-type
3416,Cor-t.ud,Corylus-type undiff.
2058,Coe,Couepia
3571,Csn,Cousinia
1993,Cou,Coutarea
2962,Cow-t,Cowania-type
2461,Csm,Crassocephalum
2462,Csm.m,Crassocephalum montuosum
3630,Cra,Crassula
68,Craae,Crassulaceae
1430,Crt,Crataegus
69,Crt-t,Crataegus-type
1124,K.t.sp,Cretaceous (trilete spore)
544,Cret.t,Cretaceous types
2059,Ctl,Crotalaria
1770,Cro,Croton
1900,Cro.b,Croton bogatense
2012,Cro.Ju,Croton sect. Julocroton
2150,Cro.ud,Croton undiff.
1925,Cro-t,Croton-type
1127,pres.68,Crumpled or broken
3235,Cyh,Cryosophila
1502,Cpa,Cryptantha
1186,Crp,Cryptogramma
2624,Crp.a,Cryptogramma acrostichoides
1181,Crp.a/s,Cryptogramma acrostichoides/C. stelleri
1459,Crp.cf.s,Cryptogramma cf. C. stelleri
2660,Crp.c,Cryptogramma crispa
1607,Cte,Ctenitis
2334,Cucae,Cucurbitaceae
2707,Cul,Culcita
2823,Cul.d,Culcita dubia
1630,Cunae,Cunoniaceae
2060,Cpi,Cupania
3309,Cps,Cupaniopsis
1955,Cph,Cuphea
3050,Cph.cf.i,Cuphea cf. C. ingrata
1873,Cph.cf.u,Cuphea cf. C. urbaniana
72,Cupae,Cupressaceae
534,Cupae.ud,Cupressaceae undiff.
1358,Cu/Ta,Cupressaceae/Taxaceae
1274,Cu/Ta.ud,Cupressaceae/Taxaceae undiff.
362,,Cupressaceae/Taxodiaceae
760,,Cupressaceae/Taxodiaceae undiff.
3609,Cupae-t,Cupressaceae-type
1476,Cup,Cupressus
1700,Cup-t,Cupressus-type
1994,Cur,Curatella
3008,Cur-t,Curatella-type
73,Cus,Cuscuta
1725,Cya,Cyathea
3351,Cya25,Cyathea (25 _m)
3352,Cya35,Cyathea (35 _m)
3096,Cya.I,Cyathea (type I)
3097,Cya.II,Cyathea (type II)
3128,Cya.cf.d,Cyathea cf. C. delgadii
1771,,Cyathea cf. C. schanschin
3353,,Cyathea horrida-type
3137,Cya.ud,Cyathea undiff.
1723,Cyaae,Cyatheaceae
2540,Cyaae.ud,Cyatheaceae undiff.
3018,Cya-t,Cyathea-type
2061,Cyb,Cybianthus
3529,Cyn,Cynoctonum
3019,Cypae<50,Cyperaceae (<50 _m)
3020,Cypae>50,Cyperaceae (>50 _m)
3354,Cypae20,Cyperaceae (20 _m)
3355,Cypae27,Cyperaceae (27 _m)
3356,Cypae29,Cyperaceae (29 _m)
3357,Cypae31,Cyperaceae (31 _m)
3358,Cypae.in,Cyperaceae (inaperturate)
2884,Cypae1,Cyperaceae 1
2885,Cypae2,Cyperaceae 2
2238,cf.Rhy.a,Cyperaceae cf. Rhynchospora alba
430,Cypae.ud,Cyperaceae undiff.
3517,Cyp,Cyperus
75,Cyr.r,Cyrilla racemiflora
604,Cys,Cystopteris
463,Cys.b,Cystopteris bulbifera
605,Cys.f,Cystopteris fragilis
839,Cys-t,Cystopteris-type
3360,Dcs,Dacrycarpus
3359,Dcs.sac3,Dacrycarpus (trisaccate)
1017,Dac,Dacrydium
1047,Dac.f,Dacrydium fonckii
1926,Dac-t,Dacrydium-type
431,Dal,Dalea
432,Dal.c,Dalea candida
204,Dal.c-t,Dalea candida-type
3654,Dal.f-t,Dalea feayi-type
433,Dal.p,Dalea purpurea
205,Dal.p-t,Dalea purpurea-type
203,Dal.ud,Dalea undiff.
1833,Dlc,Dalechampia
2680,Dap,Daphne
3099,Dpn,Daphnopsis
3098,Dpn.cf.b,Daphnopsis cf. D. beta
1609,Das,Dasyphyllum
3188,Dat,Datura
2824,Dav,Daviesia
76,Dec.v,Decodon verticillatus
2627,Del,Delphinium
3482,Del-t,Delphinium-type
837,Den,Dennstaedtia
1001,Den-t,Dennstaedtia-type
949,Dep.a,Deparia acrostichoides
3000,Dsh.a,Deschampsia antarctica
1610,Des,Desfontainia
2757,Dnl,Dianella
2708,Dnl-t,Dianella-type
2549,Dth-t,Dianthus-type
1158,Dia,Diapensia
78,Diaae,Diapensiaceae
1996,Dyx,Diatenopteryx
937,Dic,Dicentra
2826,Dch,Dichosciadium
2825,Dch.r,Dichosciadium ranunculaceum
3519,,Dichromena colorata
2709,Dck,Dicksonia
1772,Dck.s,Dicksonia sellowiana
2975,Dck-t,Dicksonia-type
3310,Dcr,Dicranopteris
3464,Dcm,Dicranum
1773,Ddy,Didymopanax
3021,Ddy.II,Didymopanax (type II)
3142,Ddy.ud,Didymopanax undiff.
2263,Die,Diervilla
608,Dif,Difflugia
609,Dif.o,Difflugia oviformis
610,Dif.p,Diflugia pyriformis
3311,Dil,Dillenia
1995,Dilae,Dilleniaceae
778,Dinda,Dinoflagellida
2181,Dino.mar,Dinoflagellida (marine)
628,Dinda.ud,Dinoflagellida undiff.
3236,Dcl,Dioclea
1563,Did,Diodia
3655,Did.t,Diodia teres
852,Dio,Diospyros
79,Dio-t,Diospyros-type
2661,Dph,Diphasiastrum
167,Dph.a,Diphasiastrum alpinum
649,Dph.a-t,Diphasiastrum alpinum-type
1388,Dph.a-tu,Diphasiastrum alpinum-type undiff.
648,Dph.c,Diphasiastrum complanatum
3397,Dph.c/t,Diphasiastrum complanatum/D. tristachyum
171,Dph.c-t,Diphasiastrum complanatum-type
1387,Dph.c-tu,Diphasiastrum complanatum-type undiff.
1183,Dph.s,Diphasiastrum sitchense
3720,Dph.s/a,Diphasiastrum sitchense/D. alpinum
1342,Dph.t,Diphasiastrum tristachyum
652,Dph.t-t,Diphasiastrum tristachyum-type
2264,Dph.ud,Diphasiastrum undiff.
2662,Dph-t,Diphasiastrum-type
1347,Dpl.s,Diplazium sibiricum
2062,Dpu,Diplusodon
1340,Dipae,Dipsacaceae
1391,Dipae.ud,Dipsacaceae undiff.
1341,Dip,Dipsacus
1671,Dis-t,Discaria-type
2870,disturb,Disturbance indicators
443,Dod,Dodecatheon
1165,Dod-t,Dodecatheon-type
80,Don,Dodonaea
2433,Don.v,Dodonaea viscosa
3312,Dlm,Dolicholobium
3237,Dol,Doliocarpus
2437,Dom,Dombeya
1637,Dot,Donatia
1048,Dot.f,Donatia fascicularis
1638,Dotae,Donatiaceae
1726,Dor,Dorstenia
2671,Dug,Douglasia
2265,Drb,Draba
2370,Drc,Dracaena
2369,Drc.s,Dracaena steudneri
805,Dra-t,Dracocephalum-type
3361,Dpt,Drapetes
1019,Dri,Drimys
1774,Dri.b,Drimys brasiliensis
1031,Dri.w,Drimys winteri
81,Dro,Drosera
2902,Dro.i,Drosera intermedia
2901,Dro.r,Drosera rotundifolia
612,Dro.r-t,Drosera rotundifolia-type
2266,Droae,Droseraceae
2869,dryscrub,Dry forest trees and shrubs
444,Dry,Dryas
1110,Dry.i,Dryas integrifolia
82,Dry-t,Dryas-type
1057,,Drymis winteri
1608,Drpae,Dryopteridaceae
613,Drp,Dryopteris
2673,Drp.cm,Dryopteris campyloptera
956,Drp.ca,Dryopteris carthusiana
834,Drp.ca-t,Dryopteris carthusiana-type
2579,Dr.cf.fm,Dryopteris cf. D. filix-mas
2578,Dr.cf.fr,Dryopteris cf. D. fragrans
2580,Drp.cf.g,Dryopteris cf. D. goldiana
953,Drp.cr,Dryopteris cristata
3400,Drp.di,Dryopteris dilatata
3401,Drp.fm,Dryopteris filix-mas
1345,Drp.fm-t,Dryopteris filix-mas-type
2267,Drp.fr,Dryopteris fragrans
3647,Drp.fr-t,Dryopteris fragrans-type
954,Drp.go,Dryopteris goldiana
955,Drp.ma,Dryopteris marginalis
2683,,Dryopteris oreopteris
1426,,Dryopteris spinulosa
503,,Dryopteris spinulosa-type
1371,,Dryopteris thelypterioides
614,,Dryopteris thelypteris
2268,Drp.ud,Dryopteris undiff.
83,Drp-t,Dryopteris-type
895,Drp-t.ud,Dryopteris-type undiff.
2244,,Duschekia fruticosa
3313,Dsx,Dysoxylum
2352,Ebeae,Ebenaceae
1776,Ecn,Echinodorus
1308,Ech,Echinops
2828,Ecm,Echium
2829,,Echium lycopsis
2827,Ecm.l,Echium plantagineum
3465,Ecm.v,Echium vulgare
1834,Eic,Eichhornia
3541,Eic.c,Eichhornia crassipes
2363,Eke,Ekebergia
85,Elaae,Elaeagnaceae
907,Elaae.ud,Elaeagnaceae undiff.
84,Ela,Elaeagnus
615,Ela.c,Elaeagnus commutata
365,El/Sh.a,Elaeagnus/Shepherdia argentea
1601,Eleae,Elaeocarpaceae
2152,Eleae.ud,Elaeocarpaceae undiff.
2758,Ele,Elaeocarpus
2921,Elnae,Elatinaceae
2919,Eln,Elatine
2920,Eln-t,Elatine-type
3314,Ett,Elattostachys
3520,Elo,Eleocharis
134,Ely,Elymus
616,Ely-t,Elymus-type
2097,Elt,Elytropus
3315,Ebl,Embelia
1018,Emb,Embothrium
1041,Emb.c,Embothrium coccineum
86,Emp,Empetrum
1026,Emp-t,Empetrum-type
1304,Enc,Encalypta
3203,Ece-t,Encelia-type
3316,End,Endospermum
3640,Eng,Engelhardtia
3642,Eng/Alf,Engelhardtia/Alfaroa
2367,Etd,Entada
2711,Epcae,Epacridaceae
2830,Epcae.ud,Epacridaceae undiff.
2832,Epc,Epacris
2831,Epc.s,Epacris serpyllifolia
2710,Epc-t,Epacris-type
817,Eph.b.f,Ephedra (branched folds)
816,Eph.s.f,Ephedra (simple folds)
3051,Eph.cf.w,Ephedra cf. E. tweediana
3421,Eph.di,Ephedra distachya
3572,Eph.di-t,Ephedra distachya-type
3691,Eph.fo-t,Ephedra foeminea-type
3422,Eph.fr,Ephedra fragilis
3692,,Ephedra fragilis subsp. campylopoda-type
3578,Eph.fr-t,Ephedra fragilis-type
1314,Eph.mo,Ephedra monosperma
368,Eph.ne-t,Ephedra nevadensis-type
367,Eph.to-t,Ephedra torreyana-type
89,Eph.tr-t,Ephedra trifurca-type
87,Eph.ud,Ephedra undiff.
88,Eph.vi-t,Ephedra viridis-type
90,Epi,Epilobium
1095,Epi.a,Epilobium angustifolium
618,Epi.g-t,Epilobium glandulosum-type
2251,Epi.l,Epilobium latifolium
2253,Epi.ud,Epilobium undiff.
2196,Epi-t,Epilobium-type
3444,Epp,Epipactis
91,Equ,Equisetum
3717,Equ-t,Equisetum-type
3719,Equ-t.ud,Equisetum-type undiff.
2903,Erc,Erica
3362,Ercae.2,Ericaceae 2
909,Ercae.ud,Ericaceae undiff.
722,Ercae-t,Ericaceae-type
848,Erles,Ericales
849,Erles.ud,Ericales undiff.
1778,Eriae,Eriocaulaceae
93,Eri,Eriocaulon
1777,Er/Pa,Eriocaulon/Paepalanthus
94,Erg,Eriogonum
2968,Erg-t,Eriogonum-type
3725,Erioph,Eriophorum
2833,Eio,Eriostemon
3180,Ero,Erodium
1483,Ero.c,Erodium cicutarium
3052,Ery,Eryngium
1779,Ery-t,Eryngium-type
1997,Eyt,Erythrina
1999,Erxae,Erythroxylaceae
1998,Erx,Erythroxylum
1036,Esc,Escallonia
1927,Esc.m,Escallonia myrtoides
2541,Esc.ud,Escallonia undiff.
2063,Ese,Esenbeckia
1249,Euc,Eucalyptus
2764,Euc.ps,Eucalyptus (exine psilate)
2760,Euc1gr,Eucalyptus 1 (exine granular)
2712,Euc13,Eucalyptus 13
2713,Euc13+18,Eucalyptus 13+18 undiff.
2714,Euc14,Eucalyptus 14
2715,Euc18,Eucalyptus 18
2761,Euc2ps,Eucalyptus 2 (exine psilate)
2716,Euc25,Eucalyptus 25
2717,Euc26,Eucalyptus 26
2718,Euc27,Eucalyptus 27
2762,Euc3gr,Eucalyptus 3 (exine granular)
2719,Euc30,Eucalyptus 30
2720,Euc30a,Eucalyptus 30a
2763,Euc4gr,Eucalyptus 4 (exine granular)
2721,Euc8,Eucalyptus 8
1413,Euc.n.a,"Eucalyptus grains (added, number)"
3154,Euc.n/gs,Eucalyptus spike (grains/g sample)
96,EucCn/ml,"Eucalyptus suspension (concentration, grains/ml)"
101,Euc.s.ml,"Eucalyptus suspension (volume added, ml)"
99,Euc.ta.g,"Eucalyptus tablets (added, g)"
100,Euc.ta.n,"Eucalyptus tablets (added, number)"
97,EucCn/g,"Eucalyptus tablets (concentration, grains/g)"
98,EucCn/t,"Eucalyptus tablets (concentration, grains/tablet)"
2866,Euc-t,Eucalyptus-type
2351,Ecl,Euclea
1662,Ecr,Eucryphia
1664,,Eucryphia/Caldcluvia
1039,Eu/Ca.p,Eucryphia/Caldcluvia paniculata
1663,Euyae,Eucryphiaceae
1665,Eca/Cua,Eucryphiaceae/Cunoniaceae
3189,Ecp-t,Eucrypta-type
102,Eug,Eugenia
1133,Eug-t,Eugenia-type
619,Egl,Euglypha
3317,Eud,Euodia
103,Euo,Euonymus
1571,Ept,Eupatorium
1234,Ept.p,Eupatorium perfoliatum
823,Ept-t,Eupatorium-type
104,Eup,Euphorbia
1862,Eup.cf.p,Euphorbia cf. E. papillosa
3053,Eup.pu,Euphorbia cf. E. pulchella
814,Eup.Ch,Euphorbia subg. Chamaesyce
3621,Eup.Ch-t,Euphorbia subg. Chamaesyce-type
3054,Eup.ud,Euphorbia undiff.
694,Eupae,Euphorbiaceae
2542,Eupae.ud,Euphorbiaceae undiff.
2002,Eupae-tr,Euphorbiaceae-type (tricolporate reticulate)
2006,Eup-trud,Euphorbiaceae-type (tricolporate reticulate) undiff.
1266,Eup-t,Euphorbia-type
1273,Eup-t.ud,Euphorbia-type undiff.
2759,Epr,Euphrasia
3100,Epl,Euplassa
3022,Eut-t,Euterpe-type
2562,Evo,Evolvulus
2722,Exo,Exocarpos
3001,Fabae.po,Fabaceae (polyad)
2064,Fabae.re,Fabaceae (reticulate)
2065,Fabae.st,Fabaceae (striate)
3055,Fabae.I,Fabaceae (type I)
3056,Fabae.II,Fabaceae (type II)
3101,Fab.III,Fabaceae (type III)
3102,Fabae.IV,Fabaceae (type IV)
3103,Fabae.V,Fabaceae (type V)
2159,cf.Mll,Fabaceae cf. Melilotus
2219,cf.Mll.o,Fabaceae cf. Melilotus officinalis
2220,cf.Trf,Fabaceae cf. Trifolium
2772,Fabae.he,Fabaceae herbs
2773,Fabae.sh,Fabaceae shrubs
1908,,Fabaceae subf. Caesalpinioideae
1907,,Fabaceae subf. Mimosoideae
1909,,Fabaceae subf. Papilionoideae
157,Fabae.ud,Fabaceae undiff.
1881,Fabes,Fabales
2137,Fabes.ud,Fabales undiff.
1689,Fbi,Fabiana
328,Fagae,Fagaceae
106,Fgp,Fagopyrum
1324,Fgp.e,Fagopyrum esculentum
1365,,Fagopyrum sagittatum
1323,Fgp.t,Fagopyrum tataricum
1322,Fgp.ud,Fagopyrum undiff.
3318,Fgr,Fagraea
107,Fag,Fagus
2663,Fag.o,Fagus orientalis
1696,Fag.n.a,Fagus spike (number added to sample)
1697,Fag.spik,Fagus spike (number counted)
3168,FagCn/ml,"Fagus suspension (concentration, grains/ml)"
3169,Fag.s.ml,"Fagus suspension (volume added, ml)"
1320,Fag.s,Fagus sylvatica
1070,Fa/Ny,Fagus/Nyssa
3432,Fal.c,Fallopia convolvulus
1491,Fec.pel,Fecal pellets
3153,fsp.n/gs,Fern-spore spike (grains/g sample)
3152,fsp,Fern-spore spike (number counted)
